"","Listing_ID","Postal_Code","Name","Header","Description","Address","Property Name","Property Type","Model","Bedrooms","Bathrooms","Floor Level","Tenure","Developer","Built Year","No. of Units","District","Asking","Size","PSF","Tenancy Status","Date Listed","Facilities","Trains_MRT_LRT","Bus_Stops","Primary_Schools","Secondary_Schools","Shopping_Malls","Groceries_Supermarts","Tenanted Amount","Furnish","Integrated_Schools","TOP"
"11","88239941","548086","The Bently Residences@Kovan (D19), Apartment - For Sale","A High Quality Penthouse For Sale!","For Boutique Condo Lover Genuine Seller! Don't Miss! - Viewing Available By Appointment - <U+2705> Freehold, TOP 2016 <U+2705> 3-Bedder Penthouse With Private Pool <U+2705> Rare High Quality Boutique Condo <U+2705> Good Space 1,453sqft, Rare Unblocked Facing, No West Sun, Extremely Windy <U+2705> Great Functional Layout, No Odd Shape <U+2705> Luxury Modern Design & Furnishings! Over $100K Spent On Renovation, Move In Condition <U+2705> Master Room & Bedroom 2 Fitted With Built-In Queen Size Bed And Wardrobe, Bedroom 3 Converted To A Study Room And Fully Fitted With Built-In Cabinet. <U+2705> Master Toilet Equipped With Massage System Shower Panel <U+2705> Balconies Fitted With Automated ZIPTRAK Blinds/ Automated Awnings At The Roof Terrace <U+2705> Superb Location! 8 Mins Walk To Kovan MRT, Bus Stops, Heartland Mall, Wet Market, Shops, Supermarket, Restaurants, Good Schools & Many Others <U+2705> Suitable For Young Couple/ Family With Young Kid Please Contact Aaron Loon 9457 XXXX For An Exclusive Viewing!","30 Kovan Road (548086)","The Bently Residences@Kovan","Apartment","Apartment","3","2","PENTHOUSE","FREEHOLD","Goodland Global Pte Ltd","2016","48","D19 - Hougang / Punggol / Sengkang","$1,980,000 (Negotiable)","1,453 sqft (Built-up)","$1,363 psf (Built-up)","Not tenanted",2021-09-16,"Corner Unit	Park/greenery View	Renovated	Air Conditioning	Cooker Hob/hood	Private Pool	Water Heater	Balcony	Roof Terrace	Terrace","KOVAN MRT,NE13,SERANGOON MRT,CC13	NE12,SERANGOON NORTH MRT DUE 2029,CR9","The Helping Hand,80	81	82	101	107	107M	136	153,Opp The Helping Hand,136	153	101	107	107M	80	81	82","Methodist Girls' School (primary),1.1,Paya Lebar Methodist Girls' School (primary),1.1,Xinghua Primary,1.15","Paya Lebar Methodist Girls' School (secondary),1.01,Peicai Secondary,1.08,Yuying Secondary,1.13","ICB Shopping Centre,0.47,Upper Serangoon Shopping Centre,0.53,Heartland Mall-Kovan,0.59","NTUC Fairprice (Hougang Blk 202),0.44,Giant(Kovan Centre),0.53,Cold Storage Hougang,0.58",NA,NA,"Methodist Girls' School (primary),1.1,Maris Stella High School,1.88",NA
"12","81305522","807019","Seletar Park Residence (D28), Condominium - For Sale","Walk to Greennwich Village (Shopping Mall), Supermarket, Eateries,Shop","New List! ====================================== - 2 Bedrooms Penthouse - Tastefully Renovated, Well Kept, Move In - No West Sun - Bright and Windy - Efficient Layout - Unblock View of Skyline - Huge Roof Terrace for Family Gathering - Unique Spiral Staircase - Situated in Quiet Landed Enclave - Walk to Greennwich Village (Shopping Mall), Supermarket, Eateries, Shops and Many More... - Easy Access to CTE, TPE, SLE and Etc... ====================================== Must View Now... Please Contact Aaron Loon ERA 9457XXXX Hurry...","17 Seletar Road (807019)","Seletar Park Residence","Condominium","Condominium","2","2","PENTHOUSE","LEASEHOLD/99 years","Asplenium Land Pte Ltd","2015","276","D28 - Seletar / Yio Chu Kang","$1,520,000 (Negotiable)","1,992 sqft (Built-up)","$763 psf (Built-up)","Not tenanted",2021-09-16,"Corner Unit	Renovated	Air Conditioning	Cooker Hob/hood	Water Heater	Balcony","FERNVALE LRT,SW5,LAYAR LRT,SW6,THANGGAM LRT,SW4","Aft Jln Redop,50	70	70M	103	854,Aft Jln Kayu,854	70	70M	50	103,Aft Jln Kayu,86	163	854	70	70M","Fernvale Primary,0.72,Sengkang Green Primary,0.97,Hougang Primary,1.64","Pei Hwa Secondary,1.11,Hougang Secondary,1.78","Greenwich V,0.12,The Seletar Mall,0.95,Hougang 1,1.66","NTUC Fairprice (Jalan Kayu),0.72,NTUC Fairprice (Seletar Mall),0.94,NTUC Fairprice (Fernvale Point),1.03",NA,"Fully Furnished",NA,NA
"13","90495121","533878","Kingsford Waterbay (D19), Apartment - For Sale","Unblocked Pool View! For Both Own-stay Or Investment! Grab Now","New List! Genuine Seller! Tenanted Till 31-08-2022 - Kingsford Waterbay 1 bedroom Unit For Sale - <U+2705> TOP 2018 <U+2705> Tenanted Till 31-08-2022 <U+2705> Unblocked Pool View <U+2705> Spacious Efficient Layout <U+2705> Room Can Fit In A Queen Sized Bed <U+2705> Bright & Windy <U+2705> Park Connector <U+2705> Close Proximity to Hougang MRT, Hougang Bus Interchange, Hougang Mall, NEX, Heartland Mall <U+2705>Free Shuttle Bus To Hougang MRT <U+2705> Upcoming Integrated Transport Hub (ITH) at Hougang Central <U+2705> One-stop Community Club With A Hawker Centre, A Healthcare Facility And An Arts Centre, Located At Hougang Avenue 9 <U+2705> Easy Access To Major Expressway Through KPE/ TPE/ CTE =================================== Must View Now... Please Contact Ashley Chai ERA 9029XXXX Hurry...","80 Upper Serangoon View (533878)","Kingsford Waterbay","Apartment","Apartment","1","1","MID","LEASEHOLD/99 years","Kingsford Property Development Pte Ltd","2018","1165","D19 - Hougang / Punggol / Sengkang","$620,000 (Negotiable)","474 sqft (Built-up)","$1,308 psf (Built-up)","Tenanted",2021-09-16,"Corner Unit	Park/greenery View	Mid Floor	Air Conditioning	Cooker Hob/hood	Water Heater	Balcony","KANGKAR LRT,SE4,RANGGUNG LRT,SE5,BAKAU LRT,SE3","Opp S'goon Sec Sch,324","Chij Our Lady Of The Nativity,0.79,Punggol Primary,1.1,North Vista Primary,1.21","Serangoon Secondary,0.26,North Vista Secondary,0.82,Holy Innocents' High,0.99","Rivervale Plaza,1.12,The Midtown,1.15,Hougang Mall,1.21","Giant(Compassvale Bow),1.05,NTUC Fairprice (Rivervale Plaza),1.12,Giant(Hougang Plaza),1.17","$0",NA,NA,NA
"14","92667951","457269","Crescendo Park (D15), Condominium - For Sale","","Very rarely available, most spacious and affordable penthouse for sale in the heart of Siglap! Asking only $1340psf, this is easily the most sound investment you can make for a freehold property in D15 today. Other properties in the vicinity: Park East (Freehold) asking > $1600psf Hacienda Grove (Freehold) asking >$1500psf Seaside Residences (99 years) asking >$2000psf THERE IS NO WHERE ELSE IN D15 YOU CAN GET A SPACIOUS 2000+SF UNIT AT THIS PRICE! Wonderful amenities at your doorstep - supermarkets, restaurants, wet markets, playgrounds, kindergartens, local schools and international schools. Upcoming Siglap MRT Station coming soon on the Thomson-East Coast Line in 2023! Call 8112XXXX to view the unit.","6 Jalan Tua Kong (457269)","Crescendo Park","Condominium","Condominium","4+1","3",NA,"FREEHOLD","Wintide Development Pte Ltd","1996","107","D15 - East Coast / Marine Parade","$2,800,000 (Negotiable)","2,088 sqft (Built-up)","$1,341 psf (Built-up)","Not tenanted",2021-09-16,"Car Park	Club House	Securities	Squash Court	Swimming Pool	Penthouse	Swimming Pool View	Air-conditioning	Flooring For Living/dining	Kitchen	Flooring For Bedroom	Balcony	Maidsroom","SIGLAP MRT DUE 2023,TE28,BEDOK MRT,EW5,MARINE TERRACE MRT DUE 2023,TE27","Crescendo Bldg,13	14	14e	16	10	10e	12,Opp Springvale,10	10e	12	13	14	14e	16,Opp Goodwill Ct,10	10e	12	13	14	14e	16","Opera Estate Primary,0.72,St. Stephen's,1.18,Ngee Ann Primary,1.32","Victoria,0.58,St. Patrick's,1.15,Temasek Junior College,1.17","Siglap Shopping Centre,0.25,Bedok Mall,1.31,Bedok Point,1.44","NTUC Fairprice (Siglap New Market),0.17,Cold Storage Siglap,0.37,NTUC Fairprice (Chai Chee),1.21",NA,NA,"Temasek Junior College,1.17",NA
"15","89682711","454855","Flamingo Valley (D15), Condominium - For Sale","","Thank you for viewing this listing. Let me introduce you to your future home or your client's future purchase. A truly unique layout in Flamingo Valley. You can either live in the unit as a 3-bedrooom unit or utilize the dual key concept of 2 bedrooms + studio unit (rental opportunity). When you relax in the spacious balcony in this unit, you will enjoy the lush greenery, short and easy access to the pool, gym and playground. Size: 1485sq ft • Ground floor with PES • 3 bedrooms + 2 bathrooms • Open plan kitchen • Huge master bedroom • Spacious patio that can be used for dining area, BBQ corner, kids play area and even cosy lounge • Heavy duty remote control blinds in patio Flamingo Valley is a freehold condo located in the heart of the Siglap/Opera Estate landed housing enclave. Located in one of the most sought after prime District 15 and developed by Frasers Centrepoint. Completed in 2015, it has a total 393 units where residents enjoy breathtaking landscape features and full condominium facilities. Convenient access to major highways like East Coast Park and Pan Island Expressway, Changi Airport is just 10 minutes drive away or 15 minutes to Central Business District. The condo is also close to amenities with varieties of eateries, restaurants and supermarkets along East Coast Road. OVERVIEW • 5-storey low rise resort-style • Large freehold land area • Designed by Miyake Masaki Associates • Basement carparks FACILITIES • 50m lap pool • Function room • Fitness area with gymnasium • Alfresco dining pavilion • Dining and barbeque patio • Children’s play zone and pool • Jogging trail • Yoga and Taiqi court • Fitness station • Tennis court • 24-hour guardhouse CONVENIENCE • Siglap Centre • Siglap V • East Coast Road F & B outlets • East Coast Park EDUCATION • Opera Estate Primary School • St Stephen’s School • Global Indian International School NEAREST MRT STATIONS • Bedok • Kembangan • Siglap (2022-2023)","480 Siglap Road (454855)","Flamingo Valley","Condominium","Condominium","3","2",NA,"FREEHOLD","Frasers Centrepoint Limited","2014","393","D15 - East Coast / Marine Parade","$2,300,000","1,485 sqft (Built-up)","$1,549 psf (Built-up)","Not tenanted",2021-09-16,"50M Lap Pool	Bbq	Children's Pool	Function Rooms (WITH KARAOKE)	Gym	Spa Sanctuary	Steambath	Tennis Court	Dual Key	Park/greenery View	Ground Floor	Fibre Ready	Renovated	Balcony","BEDOK MRT,EW5,KEMBANGAN MRT,EW6,SIGLAP MRT DUE 2023,TE28","Opp Opera Est Pr Sch,42,Opera Est Pr Sch,42,Bef Siglap Dr,40	401","Opera Estate Primary,0.13,St. Stephen's,0.67,Ngee Ann Primary,1.56","Ping Yi Secondary,1.02,Victoria,1.21,St. Patrick's,1.32","Siglap Shopping Centre,0.61,Bedok Mall,0.99,Bedok Point,1.25","NTUC Fairprice (Chai Chee),0.63,Cold Storage Siglap,0.63,NTUC Fairprice (Siglap New Market),0.7",NA,NA,"Temasek Junior College,1.37",NA
"16","92048781","258868","Holland Mews (D10), Apartment - For Sale","","An Unblocked Green Sanctuary In D10 A boutique development with only 21 exclusive units amidst greenery & serenity. Interior Designer crafted and full renovation in 2017 (elevated kitchen, living, master bedroom and bathroom) with high-end finishings. Owners have had a wonderful time in their home which they very much love. However, its good news they are moving due to a growing family. *2 Ensuite Bedrooms (Huge Master Bedroom) *1 Additional Bedroom / Study *Extra Common Bathroom (with shower) *Fully Fitted Kitchen with glass doors to allow light and space in the open concept *Split Level Layout *Store room / Helper's Room *Balcony with undisturbed view of lush greenery and natural light A rarity, one not to be missed. Call Now at 9237-9155 (Chand) for more details and an appointment slot. Thank you and I am looking forward to meeting you.","69 Holland Road (258868)","Holland Mews","Apartment","Apartment","3+1","3","MID","FREEHOLD","Goldplus Investments Pte Ltd","2004","21","D10 - Tanglin / Holland / Bukit Timah","$2,680,000 (Negotiable)","1,281 sqft (Built-up)","$2,092 psf (Built-up)","Not tenanted",2021-09-16,"Car Park	Securities	Swimming Pool	Wading Pool	Fibre Ready	Park/greenery View	High Ceiling	Mid Floor	Swimming Pool View	Renovated	Kitchen	Flooring For Living/dining	Flooring For Bedroom	Wardrobe	Air-conditioning	Balcony	Bombshelter","FARRER ROAD MRT,CC20,HOLLAND VILLAGE MRT,CC21,COMMONWEALTH MRT,EW20","Lien Twrs,123	174	105	106	NR8	75	77	7,Great Eastern Mans,7	75	77	105	106	174	123,Les Jardins De Holland,7	75	77	105	106	174	123","Nanyang Primary,1.27,New Town Primary,1.3,Queenstown Primary,1.56","Queensway Secondary,1.13,St. Margaret's Secondary,1.24,Hwa Chong Institution,1.75","Holland Road Shopping Centre,1.22,Coronation Shopping Plaza,1.64,Dawson Place,1.95","Cold Storage Holland Village,1.22,Sheng Siong Hypermarket(Tanglin Halt),1.24,NTUC Fairprice (Buona Vista CC),1.53",NA,NA,"Hwa Chong Institution,1.75",NA
"17","91368381","538865","The Florence Residences (D19), Apartment - For Sale","","**Mega Launch in District 19!** 3 bedder City View Facing! one of the best Stack! Pool view facing also available! Suitable For Ownstay or Investment Potential! Located Within Well Developed Infrastructure And Amenities >SMART Home Features and Storage solutions! >Quality Home Finishes and Fittings! >Concierge Services for the residents! > High floor unblock view still available! >12 Awesome Clubs >128 Amazing Facilities include >80m pool >Amphitheater Outdoor Movie Screening >Pool table >Karaoke Theatrette and many more! >2 years Complimentary classes and workshops >FREE 2 years Shuttle bus service to nearest MRT! <U+2605> UNIT TYPES & SIZE <U+2605> CHOICE OF 1 - 5 BEDROOMS <U+2714> 1 Bedroom: 474-603sf <U+2714> 1 Bedroom + Study: 527-667sf <U+2714> 2 Bedroom Classic: 624-807sf <U+2714> 2 Bedroom Deluxe: 646-915sf <U+2714> 2 Bedroom + Study: 700-926sf <U+2714> 3 Bedroom Classic: 893-1206sf <U+2714> 3 Bedroom Deluxe: 990-1281sf <U+2714> 4 Bedroom Classic: 1270-1582sf <U+2714> 4 Bedroom Deluxe: 1389-1701sf <U+2714> 5 Bedroom: 1668-1916sf Total number of Units: 1410 Units 410 Carpark Lots + 9 Handicapped Lots Transportations A) Kovan MRT - 8mins walk to existing Kovan MRT (approx) B) Hougang MRT - 10mins walk to existing Hougang MRT. (approx) C) Hougang Cross Island line MRT (Up and coming!) - Appx 6mins walk to Future Hougang MRT interchange (Cross Island Line) Shopping Malls *Hougang Mall *Kovan Heartland Mall *Nex Popular Schools within proximity 1) Holy Innocent’s Primary 2) Xinmin School 3) Xinghua Primary 4) Monfort Junior / Secondary 5 )Yuying Secondary The development has also won various Awards! *BCI Asia Top Ten Developers Award *Asia Property Award 2019 *Best Mega Scale Condo Architectural Design *Best Mega Scale Condo Landscape Architectural Design *Best Mega Scale Condo Interior Design *Best Mega Scale Condo Development For more info and Virtual viewing, pls contact Shawn Guan 9797 XXXX !","Hougang Avenue 2","The Florence Residences","Apartment","Apartment","3","2",NA,"LEASEHOLD/99 years","Florence Development Pte. Ltd.",NA,"1410","D19 - Hougang / Punggol / Sengkang","$1,696,000","1,012 sqft (Built-up)","$1,676 psf (Built-up)","Not tenanted",2021-09-16,"City View	High Floor	Renovated	Balcony	Outdoor Patio","HOUGANG MRT,NE14	CR8,KOVAN MRT,NE13,SERANGOON NORTH MRT DUE 2029,CR9","Blk 615,25	55	132	112	854	854E,Opp Blk 615,112	132	854	55	25","Xinmin Primary,0.59,Montfort Junior,0.84,Holy Innocents' Primary,0.89","Xinmin Secondary,0.7,Montfort Secondary,0.83,Bowen Secondary,1.04","Heartland Mall-Kovan,0.84,Hougang Mall,1.06,The Midtown,1.1","NTUC Fairprice (Hougang Blk 682),0.73,Cold Storage Hougang,0.84,NTUC Fairprice (Hougang Lifestyle Mall),1.06",NA,NA,"Methodist Girls' School (primary),1.96","2024"
"18","92176521","258867","Holland Mews (D10), Apartment - For Sale","A Green Sanctuary in D10","An Unblocked Green Sanctuary In D10 A boutique development with only 21 exclusive units amidst greenery & serenity. Interior Designer crafted and full renovation in 2017 (elevated kitchen, living, master bedroom and bathroom) with high-end finishings. Owners have had a wonderful time in their home which they much love. However, its good news they are moving due to a growing family. *2 Ensuite Bedrooms (Huge Master Bedroom) *1 Additional Bedroom / Study *Extra Common Bathroom (with shower) *Fully Fitted Kitchen with glass doors to allow light and space in the open concept *Split Level Layout *Store room / Helper's Room *Balcony with undisturbed view of lush greenery and natural light A rarity, one not to be missed. Call Now at 9237XXXX (Chand) for more details and an appointment slot. Thank you and I am looking forward to meeting you.","67 Holland Road (258867)","Holland Mews","Apartment","Apartment","3","3",NA,"FREEHOLD","HABITAT PROPERTIES PTE LTD","2004","21","D10 - Tanglin / Holland / Bukit Timah","$2,688,000 (Negotiable)","1,281 sqft (Built-up)","$2,098 psf (Built-up)","Not tenanted",2021-09-16,"Car Park	Securities	Swimming Pool	Wading Pool	Air Conditioning	Corner Unit	Park/greenery View	Swimming Pool View	Renovated	Bathtub	Cooker Hob/hood	Intercom	Water Heater	Air-conditioning	Wardrobe	Flooring For Living/dining	Kitchen	Flooring For Bedroom	Balcony	Bombshelter","FARRER ROAD MRT,CC20,HOLLAND VILLAGE MRT,CC21,COMMONWEALTH MRT,EW20","Lien Twrs,123	174	105	106	NR8	75	77	7,Great Eastern Mans,7	75	77	105	106	174	123,Les Jardins De Holland,7	75	77	105	106	174	123","New Town Primary,1.28,Nanyang Primary,1.29,Queenstown Primary,1.54","Queensway Secondary,1.11,St. Margaret's Secondary,1.26,Hwa Chong Institution,1.77","Holland Road Shopping Centre,1.22,Coronation Shopping Plaza,1.67,Dawson Place,1.92","Cold Storage Holland Village,1.22,Sheng Siong Hypermarket(Tanglin Halt),1.22,NTUC Fairprice (Buona Vista CC),1.52",NA,"Not Furnished","Hwa Chong Institution,1.77",NA
"19","93116231","469338","Casafina (D16), Condominium - For Sale","The Space!!","Walk into tranquility....where spaciousness meets silence. This amazing 3 bedroom, owner -occupied home exudes warmth and calm, enhanced further with the calming sounds of the waterfall .... Come, see for yourself. One point to note please. Sellers will stay back as paying tenants for 6-12 months","215 Bedok South Avenue 1 (469338)","Casafina","Condominium","Condominium","3","2",NA,"LEASEHOLD/99 years","DBS Realty / Far East","1999","224","D16 - Bedok / Upper East Coast","$1,380,000 (Negotiable)","1,238 sqft (Built-up)","$1,115 psf (Built-up)","Not tenanted",2021-09-16,"Barbecue Area	Car Park	Club House	Fitness Area	Gymnasium	Jacuzzi	Multi Purpose Hall	Play Ground	Securities	Swimming Pool	Tennis Court	Wading Pool	Corner Unit	Park/greenery View	Renovated	Bathroom	Air Conditioning	Bathtub	Cooker Hob/hood	Intercom	Water Heater	Stove	Oven	Wardrobe	Air-conditioning	Flooring For Bedroom	Flooring For Living/dining	Kitchen	Maidsroom","SIGLAP MRT DUE 2023,TE28,BAYSHORE MRT DUE 2023,TE29,BEDOK MRT,EW5","Evergreen Gdn,853C	43	48	10	10e	13	14	14e,Casafina,196	197	47	16	31	12,Hitachi Consumer Products,16	12	31	47	4N	196	197","Bedok Green Primary,1.01,Opera Estate Primary,1.22,Temasek Primary,1.32","Temasek Junior College,0.4,Victoria,1.04,Temasek Secondary,1.47","Bedok Point,1.08,Siglap Shopping Centre,1.12,Bedok Mall,1.18","NTUC Fairprice (Siglap New Market),1.02,Sheng Siong Hypermarket(New Upper Changi),1.09,NTUC Fairprice (Bedok Mall),1.18",NA,"Partially Furnished","Temasek Junior College,0.4",NA
"20","93390831","098402","Reflections At Keppel Bay (D4), Condominium - For Sale","Reflections at Keppel Bay 3 Bedrooms for Sale","Serious Seller – Reflections at Keppel Bay 3 Bedrooms for Sale - SERIOUS SELLER - Bright & windy - Spacious unit - Well maintained - Prime location - Conveniently located - Serene & quiet environment - Surrounded by eateries and amenities - Mins walk to VivoCity - Selling vacant possession - Luxury Finishing - Buyers and co-broke are all welcomed Call Caleb @ 9144-1978 for an exclusive viewing of this stunning unit","33 Keppel Bay View (098402)","Reflections At Keppel Bay","Condominium","Condominium","3","3","MID","LEASEHOLD/99 years","Keppel Bay Pte Ltd","2011","1129","D4 - Sentosa / Harbourfront","$2,700,000","1,345 sqft (Built-up)","$2,007 psf (Built-up)","Not tenanted",2021-09-16,"Club House	Gymnasium	Jacuzzi	Landscaped Garden	Securities	Swimming Pool	Tennis Court	Wading Pool	City View	High Floor	Renovated	Park/greenery View	Swimming Pool View	Wardrobe	Kitchen	Air-conditioning	Balcony	Bombshelter","TELOK BLANGAH MRT,CC28,HARBOURFRONT MRT,CC29	NE1,LABRADOR PARK MRT,CC27","Bef Seah IM Rd,408	188	963	10	57	61	30	143	145	100	124	131	166	93	97,Opp Chr Community Chapel,93	97	100	143	145	166	124	131	188	963	408	57	61	30	10,Bef Chr Community Chapel,963	408	188	30	10	57	61	143	145	100	124	131	166	93	97","Blangah Rise Primary,1.09,Radin Mas Primary,1.33,Chij (kellock),1.71","Chij St. Theresa's Convent,1.2","Harbourfront Centre,0.68,Vivocity,1.04,Depot Heights Shopping Centre,1.5","Cold Storage Harbourfront Centre,0.68,NTUC Fairprice (Telok Blangah),0.84,Cold Storage Vivocity,1.04",NA,NA,NA,NA
